id,articleType_grouped,baseColour,gender,season,usage
13060,Watches,Steel,Men,Winter,Casual
13061,Watches,Black,Men,Winter,Casual
13062,Watches,Black,Men,Winter,Casual
13065,Casual Shoes,Black,Men,Fall,Casual
13067,Casual Shoes,White,Men,Fall,Casual
13068,Casual Shoes,Black,Men,Fall,Casual
13069,Casual Shoes,Green,Men,Fall,Casual
13070,Casual Shoes,Black,Men,Summer,Casual
13071,Casual Shoes,Black,Men,Fall,Casual
13072,Casual Shoes,Black,Men,Fall,Casual
13073,Casual Shoes,White,Men,Fall,Casual
13074,Casual Shoes,Brown,Men,Fall,Casual
13075,Casual Shoes,Black,Men,Summer,Casual
13076,Casual Shoes,Black,Men,Fall,Casual
13077,Casual Shoes,White,Men,Fall,Casual
13079,Casual Shoes,White,Men,Fall,Casual
13080,Casual Shoes,Black,Men,Summer,Casual
13082,Casual Shoes,White,Men,Fall,Casual
13083,Casual Shoes,Red,Men,Fall,Casual
13084,Casual Shoes,White,Men,Fall,Casual
13085,Casual Shoes,Pink,Unisex,Fall,Casual
13086,Casual Shoes,Gold,Unisex,Fall,Casual
13087,Casual Shoes,Brown,Unisex,Fall,Casual
13089,Sweatshirts,Grey,Men,Fall,Sports
13092,Jackets,White,Men,Fall,Casual
13093,Sweaters,Black,Men,Fall,Casual
13094,Sweaters,Grey,Men,Fall,Casual
13095,Sweatshirts,Green,Men,Fall,Sports
13096,Tshirts,Blue,Men,Fall,Sports
13097,Sweaters,Red,Men,Fall,Casual
13098,Tshirts,Green,Men,Fall,Sports
13099,Sweaters,Blue,Men,Fall,Casual
13100,Tshirts,White,Men,Fall,Sports
13101,Tshirts,Black,Men,Fall,Casual
13102,Sweatshirts,White,Men,Fall,Casual
13103,Sweatshirts,Black,Men,Fall,Casual
13104,Jackets,Black,Men,Fall,Casual
13106,Sweatshirts,Blue,Men,Fall,Casual
13107,Tshirts,Black,Men,Fall,Sports
13108,Track Pants,Blue,Men,Fall,Sports
13110,Shorts,Navy Blue,Men,Fall,Sports
13111,Shorts,Black,Men,Fall,Sports
13112,Shorts,Black,Men,Fall,Sports
13114,Casual Shoes,White,Men,Summer,Casual
13115,Casual Shoes,Black,Men,Fall,Casual
13116,Casual Shoes,Black,Men,Fall,Casual
13117,Casual Shoes,Black,Men,Fall,Casual
13118,Casual Shoes,White,Men,Fall,Casual
13120,Jackets,Navy Blue,Men,Fall,Sports
13121,Casual Shoes,Brown,Men,Fall,Casual
13124,Formal Shoes,Tan,Men,Fall,Formal
13125,Formal Shoes,Brown,Men,Fall,Formal
13126,Formal Shoes,Brown,Men,Fall,Formal
13127,Casual Shoes,Brown,Men,Fall,Casual
13128,Sandals,Brown,Men,Fall,Casual
13129,Sandals,Brown,Men,Fall,Casual
13130,Casual Shoes,Brown,Men,Fall,Casual
13131,Formal Shoes,Brown,Men,Fall,Formal
13132,Casual Shoes,Brown,Men,Fall,Casual
13133,Formal Shoes,Brown,Men,Fall,Formal
13135,Casual Shoes,Blue,Men,Fall,Casual
13136,Casual Shoes,White,Men,Fall,Casual
13137,Casual Shoes,Green,Men,Fall,Casual
13138,Casual Shoes,Blue,Men,Fall,Casual
13144,Heels,Black,Women,Winter,Casual
13146,Heels,Silver,Women,Winter,Casual
13150,Heels,Multi,Women,Winter,Casual
13151,Tshirts,Blue,Men,Fall,Casual
13153,Tshirts,Red,Men,Fall,Casual
13154,Tshirts,Black,Men,Fall,Casual
13155,Tshirts,Blue,Men,Fall,Casual
13157,Tshirts,Black,Men,Fall,Casual
13158,Tshirts,Pink,Women,Fall,Casual
13159,Tshirts,Grey,Women,Fall,Casual
13160,Tshirts,Pink,Women,Fall,Casual
13161,Caps,Black,Unisex,Fall,Casual
13162,Caps,White,Unisex,Fall,Casual
13163,Sports Shoes,Silver,Women,Fall,Sports
13164,Sports Shoes,Black,Men,Fall,Sports
13165,Sports Shoes,Silver,Men,Fall,Sports
13166,Sports Shoes,Silver,Women,Fall,Sports
13167,Sports Shoes,Black,Men,Fall,Sports
13168,Sports Shoes,Grey,Women,Fall,Sports
13169,Flats,Black,Women,Winter,Casual
13171,Sports Shoes,Navy Blue,Women,Fall,Sports
13172,Sandals,Brown,Men,Fall,Casual
13174,Flats,Black,Women,Winter,Casual
13177,Bags,Blue,Unisex,Winter,Casual
13178,Sports Shoes,White,Men,Fall,Sports
13180,Sports Shoes,Silver,Men,Fall,Sports
13182,Sports Shoes,Black,Men,Fall,Sports
13183,Sports Shoes,White,Men,Fall,Sports
13184,Sports Shoes,Black,Men,Fall,Sports
13186,Casual Shoes,Black,Men,Summer,Casual
13188,Sports Shoes,Black,Men,Fall,Sports
13189,Sports Shoes,Black,Men,Fall,Sports
13191,Casual Shoes,Green,Men,Fall,Casual
13193,Flip Flops,Green,Unisex,Fall,Casual
13195,Casual Shoes,White,Men,Fall,Casual
13196,Casual Shoes,Black,Men,Fall,Casual
13197,Sports Shoes,White,Men,Fall,Sports
13199,Sports Shoes,White,Men,Fall,Sports
13202,Sports Shoes,White,Men,Fall,Sports
13203,Sports Shoes,Grey,Men,Fall,Sports
13204,Sports Shoes,Black,Men,Fall,Sports
13206,Sports Shoes,Black,Men,Spring,Sports
13207,Sports Shoes,Silver,Men,Spring,Sports
13208,Sports Shoes,Black,Men,Fall,Sports
13209,Sports Shoes,Blue,Men,Fall,Sports
13211,Sports Shoes,Black,Women,Fall,Sports
13213,Sports Shoes,White,Women,Spring,Sports
13214,Sports Shoes,White,Men,Fall,Sports
13216,Shirts,White,Men,Fall,Casual
13217,Shirts,White,Men,Fall,Casual
13218,Shirts,White,Men,Fall,Casual
13219,Shirts,White,Men,Fall,Casual
13220,Tshirts,Blue,Men,Fall,Casual
13221,Tshirts,Blue,Men,Fall,Casual
13222,Shorts,Blue,Men,Fall,Casual
13223,Shorts,Blue,Men,Fall,Casual
13224,Sweatshirts,Blue,Men,Fall,Casual
13225,Sweatshirts,Blue,Men,Fall,Casual
13226,Tshirts,Brown,Men,Fall,Casual
13227,Tshirts,Brown,Men,Fall,Casual
13228,Trousers,Navy Blue,Men,Fall,Casual
13229,Trousers,Navy Blue,Men,Fall,Casual
13230,Shorts,Blue,Men,Fall,Casual
13231,Shorts,Blue,Men,Fall,Casual
13232,Tshirts,Orange,Men,Fall,Casual
13233,Tshirts,Orange,Men,Fall,Casual
13234,Tshirts,Blue,Men,Fall,Casual
13235,Tshirts,Blue,Men,Fall,Casual
13240,Jackets,White,Men,Fall,Casual
13241,Jackets,White,Men,Fall,Casual
13242,Shorts,Beige,Men,Fall,Casual
13243,Shorts,Beige,Men,Fall,Casual
13244,Shorts,Black,Men,Fall,Casual
13245,Shorts,Black,Men,Fall,Casual
13246,Jeans,Blue,Men,Fall,Casual
13247,Jeans,Blue,Men,Fall,Casual
13248,Trousers,Brown,Men,Fall,Casual
13249,Trousers,Brown,Men,Fall,Casual
13250,Trousers,Beige,Men,Fall,Casual
13253,Tshirts,Navy Blue,Men,Fall,Casual
13255,Shorts,White,Men,Fall,Casual
13256,Shorts,White,Men,Fall,Casual
13257,Capris,Purple,Women,Fall,Casual
13259,Jeans,Black,Women,Fall,Casual
13261,Jeans,Blue,Women,Fall,Casual
13263,Skirts,Pink,Women,Fall,Casual
13264,Skirts,Pink,Women,Fall,Casual
13266,Tops,Maroon,Women,Fall,Casual
13267,Tops,Pink,Women,Fall,Casual
13268,Tops,Pink,Women,Fall,Casual
13269,Tops,White,Women,Fall,Casual
13270,Tops,White,Women,Fall,Casual
13273,Heels,Gold,Women,Winter,Casual
13275,Heels,Gold,Women,Winter,Casual
13280,Heels,Multi,Women,Winter,Casual
13282,Capris,Black,Women,Fall,Casual
13283,Shirts,Blue,Men,Fall,Casual
13284,Shorts,Black,Men,Fall,Casual
13285,Shorts,Black,Men,Fall,Casual
13286,Shirts,Black,Men,Fall,Casual
13287,Shirts,Black,Men,Fall,Casual
13289,Sweatshirts,Black,Men,Fall,Casual
13290,Dresses,Pink,Women,Fall,Casual
13293,Shorts,White,Men,Fall,Casual
13298,Shorts,White,Men,Fall,Casual
13299,Shorts,White,Men,Fall,Casual
13300,Shorts,Beige,Men,Fall,Casual
13301,Shorts,Beige,Men,Fall,Casual
13302,Shorts,Beige,Men,Fall,Casual
13303,Shorts,Beige,Men,Fall,Casual
13304,Skirts,Red,Women,Fall,Casual
13305,Skirts,Red,Women,Fall,Casual
13306,Trousers,Black,Boys,Fall,Casual
13307,Trousers,Black,Men,Fall,Casual
13310,Dresses,White,Women,Fall,Casual
13311,Shirts,Navy Blue,Men,Fall,Casual
13312,Shirts,Navy Blue,Men,Fall,Casual
13315,Shirts,Blue,Men,Fall,Casual
13316,Shirts,Blue,Men,Fall,Casual
13317,Sweatshirts,Grey,Men,Fall,Casual
13318,Shirts,Green,Men,Fall,Casual
13319,Shirts,Green,Men,Fall,Casual
13320,Shirts,Pink,Men,Fall,Casual
13321,Shirts,Pink,Men,Fall,Casual
13324,Shirts,Blue,Men,Fall,Casual
13333,Shirts,Blue,Men,Fall,Casual
13334,Shirts,Blue,Men,Fall,Casual
13337,Tshirts,Green,Men,Fall,Casual
13338,Tshirts,Green,Men,Fall,Casual
13339,Skirts,Black,Women,Fall,Casual
13340,Skirts,Black,Women,Fall,Casual
13341,Capris,Purple,Girls,Fall,Casual
13342,Capris,Purple,Women,Fall,Casual
13344,Shorts,Black,Men,Fall,Casual
13345,Capris,White,Women,Fall,Casual
13346,Jeans,Blue,Women,Fall,Casual
13348,Jeans,Blue,Women,Fall,Casual
13349,Jeans,Blue,Women,Fall,Casual
13350,Jeans,Blue,Women,Fall,Casual
13351,Jeans,Black,Women,Fall,Casual
13352,Casual Shoes,Brown,Men,Fall,Casual
13353,Casual Shoes,Brown,Men,Fall,Casual
13355,Casual Shoes,Brown,Men,Fall,Casual
13356,Casual Shoes,Silver,Women,Fall,Casual
13358,Casual Shoes,Brown,Women,Fall,Casual
13359,Casual Shoes,Beige,Men,Fall,Casual
13360,Casual Shoes,Brown,Women,Fall,Casual
13361,Casual Shoes,Tan,Women,Fall,Casual
13362,Casual Shoes,Blue,Women,Fall,Casual
13363,Casual Shoes,Brown,Men,Fall,Casual
13364,Casual Shoes,Beige,Men,Fall,Casual
13366,Casual Shoes,Brown,Women,Fall,Casual
13367,Casual Shoes,Brown,Women,Fall,Casual
13368,Casual Shoes,Grey,Women,Fall,Casual
13369,Casual Shoes,Brown,Men,Fall,Casual
13370,Casual Shoes,Grey,Men,Fall,Casual
13371,Casual Shoes,Black,Men,Fall,Casual
13373,Casual Shoes,White,Women,Fall,Casual
13375,Sandals,Blue,Men,Fall,Casual
13376,Casual Shoes,Blue,Women,Fall,Casual
13377,Casual Shoes,Grey,Women,Fall,Casual
13379,Casual Shoes,Grey,Unisex,Fall,Casual
13380,Shoe Accessories,Black,Unisex,Fall,
13381,Casual Shoes,Navy Blue,Men,Fall,Casual
13383,Casual Shoes,Brown,Women,Fall,Casual
13384,Casual Shoes,Brown,Men,Fall,Casual
13385,Casual Shoes,Tan,Women,Fall,Casual
13386,Casual Shoes,Beige,Women,Fall,Casual
13389,Shirts,Green,Men,Summer,Casual
13390,Shirts,Blue,Men,Summer,Casual
13391,Shirts,Pink,Men,Summer,Casual
13392,Shirts,Blue,Men,Summer,Casual
13393,Shirts,Green,Men,Summer,Casual
13394,Shirts,White,Men,Summer,Casual
13395,Shirts,Purple,Men,Summer,Casual
13396,Shirts,Red,Men,Summer,Casual
13397,Shirts,Purple,Men,Summer,Casual
13398,Shirts,Blue,Men,Summer,Casual
13399,Shirts,Red,Men,Summer,Casual
13400,Shirts,Blue,Men,Summer,Casual
13402,Shirts,Blue,Men,Summer,Casual
13406,Shirts,Grey,Men,Summer,Casual
13407,Shirts,Green,Men,Summer,Casual
13408,Shirts,Blue,Men,Summer,Casual
13410,Shirts,Blue,Men,Summer,Casual
13411,Shirts,Pink,Men,Summer,Casual
13412,Shirts,Blue,Men,Summer,Casual
13413,Shirts,Blue,Men,Summer,Casual
13414,Shirts,Blue,Men,Summer,Casual
13415,Shirts,White,Men,Summer,Casual
13416,Shirts,Pink,Men,Summer,Casual
13418,Shirts,White,Men,Summer,Casual
13419,Tshirts,Pink,Men,Summer,Casual
13422,Tshirts,White,Men,Summer,Casual
13423,Tshirts,Navy Blue,Men,Summer,Casual
13424,Tshirts,Black,Women,Summer,Casual
13425,Tshirts,Pink,Men,Summer,Casual
13426,Tshirts,Red,Men,Summer,Casual
13427,Tshirts,Red,Men,Summer,Casual
13428,Tshirts,White,Men,Summer,Casual
13430,Tshirts,Yellow,Men,Summer,Casual
13432,Tshirts,White,Men,Summer,Casual
13433,Tshirts,Blue,Men,Summer,Casual
13434,Tshirts,Yellow,Men,Summer,Casual
13436,Tshirts,Green,Men,Summer,Casual
13437,Tshirts,Grey,Men,Summer,Casual
13438,Tshirts,Blue,Men,Summer,Casual
13439,Tshirts,Green,Men,Summer,Casual
13440,Tshirts,Grey,Men,Summer,Casual
13441,Tshirts,White,Men,Summer,Casual
13442,Tops,White,Women,Summer,Casual
13444,Tops,Yellow,Women,Summer,Casual
13445,Tops,White,Women,Summer,Casual
13447,Tshirts,Pink,Men,Summer,Casual
13448,Shirts,Pink,Women,Summer,Casual
13449,Shirts,Black,Women,Summer,Casual
13450,Shirts,White,Women,Summer,Casual
13451,Shirts,Pink,Women,Summer,Casual
13452,Shirts,Green,Women,Summer,Casual
13454,Tshirts,Pink,Women,Summer,Casual
13455,Tshirts,White,Women,Summer,Casual
13456,Tops,Pink,Women,Summer,Casual
13457,Shirts,White,Women,Summer,Casual
13459,Shirts,Blue,Men,Summer,Casual
13460,Shirts,Green,Men,Summer,Casual
13461,Shirts,Black,Men,Summer,Casual
13462,Tshirts,Green,Men,Summer,Casual
13463,Shirts,Blue,Men,Summer,Casual
13464,Shirts,Blue,Men,Summer,Casual
13465,Tshirts,Purple,Men,Summer,Casual
13466,Tshirts,Blue,Men,Summer,Casual
13467,Tshirts,White,Men,Summer,Casual
13468,Tshirts,Green,Men,Summer,Casual
13470,Dresses,Pink,Women,Summer,Casual
13472,Dresses,White,Women,Summer,Casual
13475,Flats,Brown,Women,Winter,Casual
13476,Flats,Tan,Women,Spring,Casual
13477,Casual Shoes,Black,Women,Winter,Casual
13479,Flats,White,Women,Fall,Casual
13480,Flats,Black,Women,Spring,Casual
13481,Flats,Black,Women,Fall,Casual
13483,Flats,White,Women,Winter,Casual
13484,Casual Shoes,White,Women,Winter,Casual
13486,Shirts,White,Men,Summer,Casual
13487,Shirts,Blue,Men,Fall,Casual
13489,Tshirts,Navy Blue,Men,Fall,Casual
13490,Shorts,Blue,Men,Fall,Casual
13495,Tshirts,Yellow,Men,Fall,Casual
13496,Tshirts,Blue,Men,Fall,Casual
13499,Tshirts,Blue,Men,Fall,Casual
13500,Tshirts,Grey,Men,Fall,Casual
13503,Tshirts,Green,Men,Fall,Casual
13504,Tshirts,White,Men,Fall,Casual
13505,Tshirts,Green,Men,Fall,Casual
13507,Tshirts,Green,Men,Fall,Casual
13508,Tshirts,Grey,Men,Fall,Casual
13509,Tshirts,Blue,Men,Fall,Casual
13510,Tshirts,Green,Men,Fall,Casual
13511,Tshirts,White,Men,Fall,Casual
13513,Tshirts,Grey,Men,Fall,Casual
13517,Tshirts,Yellow,Men,Fall,Casual
13518,Shirts,Blue,Men,Fall,Casual
13519,Sweatshirts,White,Men,Fall,Casual
13520,Sweaters,Purple,Women,Fall,Casual
13521,Tops,Grey,Women,Fall,Casual
13522,Tops,Green,Women,Fall,Casual
13523,Tops,Pink,Women,Fall,Casual
13524,Tops,Purple,Women,Fall,Casual
13525,Tunics,White,Women,Fall,Casual
13528,Trousers,Navy Blue,Men,Fall,Casual
13529,Tshirts,Blue,Men,Fall,Casual
13530,Mufflers,Navy Blue,Men,Fall,Casual
13531,Mufflers,Black,Men,Fall,Casual
13532,Sports Shoes,Blue,Men,Fall,Sports
13533,Casual Shoes,Pink,Women,Fall,Casual
13534,Sports Shoes,Black,Men,Fall,Sports
13535,Sports Shoes,White,Men,Fall,Sports
13536,Sports Sandals,Black,Men,Spring,Casual
13538,Casual Shoes,Black,Men,Winter,Casual
13539,Heels,Gold,Women,Spring,Casual
13540,Casual Shoes,White,Men,Fall,Casual
13541,Flats,Purple,Women,Fall,Casual
13542,Flats,Brown,Women,Fall,Casual
13543,Heels,Red,Women,Winter,Casual
13544,Flats,Coffee Brown,Women,Winter,Casual
13545,Flats,Black,Women,Fall,Casual
13546,Flats,Gold,Women,Spring,Casual
13547,Casual Shoes,Red,Women,Fall,Casual
13548,Heels,Green,Women,Spring,Casual
13550,Flats,Tan,Women,Fall,Casual
13551,Heels,Gold,Women,Winter,Casual
13552,Flats,Yellow,Women,Winter,Casual
13553,Heels,Brown,Women,Fall,Casual
13554,Flats,Pink,Women,Fall,Casual
13555,Casual Shoes,Red,Women,Fall,Casual
13556,Heels,Yellow,Women,Spring,Casual
13557,Flats,Gold,Women,Fall,Casual
13558,Flats,Navy Blue,Women,Winter,Casual
13559,Heels,Black,Women,Spring,Casual
13560,Flats,Yellow,Women,Fall,Casual
13562,Heels,Purple,Women,Spring,Casual
13564,Innerwear Vests,Grey,Men,Summer,Casual
13565,Innerwear Vests,White,Men,Summer,Casual
13566,Innerwear Vests,Grey,Men,Summer,Casual
13567,Innerwear Vests,Black,Men,Summer,Casual
13568,Innerwear Vests,Grey,Men,Summer,Casual
13569,Innerwear Vests,Navy Blue,Men,Summer,Casual
13570,Innerwear Vests,Black,Men,Summer,Casual
13571,Innerwear Vests,Red,Men,Summer,Casual
13572,Innerwear Vests,Red,Men,Summer,Casual
13573,Innerwear Vests,White,Men,Summer,Casual
13574,Innerwear Vests,White,Men,Summer,Casual
13580,Innerwear Vests,White,Men,Summer,Casual
13582,Innerwear Vests,White,Men,Summer,Casual
13587,Innerwear Vests,Grey,Men,Summer,Casual
13590,Innerwear Vests,Green,Men,Summer,Casual
13593,Innerwear Vests,Grey,Men,Summer,Casual
13596,Innerwear Vests,Black,Men,Summer,Casual
13599,Innerwear Vests,Red,Men,Summer,Casual
13602,Innerwear Vests,White,Men,Summer,Casual
13605,Innerwear Vests,White,Men,Summer,Casual
13609,Innerwear Vests,Red,Men,Summer,Casual
13611,Innerwear Vests,White,Men,Summer,Casual
13613,Innerwear Vests,Red,Men,Summer,Casual
13616,Innerwear Vests,Blue,Men,Summer,Casual
13617,Innerwear Vests,Black,Men,Summer,Casual
13618,Innerwear Vests,Black,Men,Summer,Casual
13619,Innerwear Vests,White,Women,Winter,Casual
13624,Lounge Shorts,Red,Men,Summer,Casual
13627,Lounge Shorts,Blue,Men,Summer,Casual
13630,Lounge Shorts,Black,Men,Summer,Casual
13634,Lounge Pants,White,Women,Winter,Casual
13637,Innerwear Vests,Grey,Men,Summer,Casual
13639,Innerwear Vests,Blue,Men,Summer,Casual
13640,Flats,Purple,Women,Winter,Casual
13641,Heels,Navy Blue,Women,Winter,Casual
13642,Casual Shoes,Brown,Men,Fall,Casual
13643,Flats,Gold,Women,Fall,Casual
13644,Heels,Silver,Women,Fall,Casual
13645,Flats,Brown,Women,Fall,Casual
13646,Casual Shoes,Beige,Men,Fall,Casual
13648,Sports Shoes,Silver,Men,Fall,Sports
13649,Casual Shoes,Black,Men,Fall,Casual
13650,Sports Shoes,White,Men,Fall,Sports
13651,Sports Shoes,Black,Men,Fall,Sports
13652,Sports Shoes,White,Men,Fall,Sports
13653,Casual Shoes,Brown,Men,Fall,Casual
13654,Casual Shoes,Black,Men,Fall,Casual
13655,Sandals,Red,Men,Fall,Casual
13659,Shirts,White,Men,Fall,Formal
13661,Shirts,White,Men,Fall,Formal
13662,Shirts,White,Men,Fall,Formal
13668,Shirts,Blue,Men,Fall,Formal
13670,Sports Equipment,Gold,Unisex,Fall,Casual
13671,Jeans,Blue,Unisex,Fall,Casual
13672,Jeans,Blue,Unisex,Fall,Casual
13673,Casual Shoes,Black,Men,Fall,Casual
13674,Casual Shoes,Black,Women,Fall,Casual
13675,Sports Shoes,Grey,Men,Fall,Sports
13677,Sports Shoes,White,Men,Fall,Sports
13679,Sports Shoes,White,Men,Spring,Sports
13680,Sports Shoes,White,Men,Fall,Sports
13682,Sports Shoes,Silver,Women,Fall,Sports
13683,Sports Shoes,Blue,Men,Fall,Sports
13684,Casual Shoes,Black,Men,Fall,Casual
13686,Flip Flops,Yellow,Women,Fall,Casual
13687,Flip Flops,Pink,Women,Fall,Casual
13688,Sports Shoes,Pink,Unisex,Fall,Sports
13689,Sports Shoes,Black,Men,Summer,Sports
13690,Sports Shoes,Black,Men,Fall,Sports
13691,Sports Shoes,White,Men,Fall,Sports
13696,Backpacks,Black,Unisex,Fall,Casual
13698,Backpacks,Navy Blue,Unisex,Fall,Casual
13699,Sports Shoes,Blue,Men,Fall,Sports
13703,Casual Shoes,Black,Men,Fall,Casual
13705,Tshirts,Black,Men,Fall,Casual
13706,Topwear,Red,Men,Fall,Casual
13707,Tshirts,Red,Men,Fall,Casual
13711,Tshirts,Black,Men,Fall,Casual
13712,Tshirts,Black,Men,Fall,Casual
13713,Tshirts,Grey,Men,Summer,Casual
13714,Sweaters,Black,Men,Fall,Casual
13715,Tshirts,Black,Men,Fall,Casual
13717,Mufflers,White,Men,Summer,Casual
13718,Mufflers,Blue,Men,Summer,Casual
13721,Caps,Blue,Men,Fall,Casual
13722,Caps,Navy Blue,Men,Fall,Casual
13724,Caps,Black,Men,Fall,Casual
13725,Caps,Maroon,Men,Fall,Casual
13726,Casual Shoes,Blue,Women,Fall,Casual
13728,Shirts,Grey,Men,Fall,Formal
13729,Shirts,Pink,Men,Fall,Formal
13730,Shirts,Blue,Men,Fall,Formal
13732,Shirts,Red,Men,Fall,Casual
13733,Shirts,Blue,Men,Fall,Formal
13734,Shirts,Blue,Men,Fall,Casual
13735,Shirts,Green,Men,Fall,Formal
13736,Shirts,Red,Men,Fall,Casual
13737,Shirts,Black,Men,Fall,Casual
13739,Shirts,Black,Men,Fall,Casual
13744,Shirts,Black,Men,Fall,Formal
13745,Shirts,Blue,Men,Fall,Formal
13747,Shirts,Blue,Men,Fall,Casual
13748,Shirts,Red,Men,Fall,Formal
13749,Shirts,Blue,Men,Fall,Casual
13751,Shirts,Blue,Men,Fall,Formal
13752,Shirts,Blue,Men,Fall,Formal
13753,Shirts,Blue,Men,Fall,Formal
13754,Shirts,White,Men,Fall,Formal
13756,Shirts,Purple,Men,Fall,Formal
13757,Shirts,Blue,Men,Fall,Formal
13758,Shirts,Green,Men,Fall,Formal
13759,Shirts,Purple,Men,Fall,Formal
13762,Shirts,White,Men,Fall,Formal
13763,Shirts,White,Men,Fall,Casual
13764,Shirts,White,Men,Fall,Casual
13765,Shirts,White,Men,Fall,Formal
13767,Shirts,Green,Men,Fall,Casual
13768,Shirts,White,Men,Fall,Formal
13769,Shirts,White,Men,Fall,Formal
13770,Tshirts,Grey,Men,Fall,Casual
13771,Tshirts,Grey,Men,Fall,Casual
13774,Tshirts,Black,Men,Fall,Casual
13776,Tshirts,Cream,Men,Fall,Casual
13778,Trousers,Grey,Men,Fall,Casual
13779,Trousers,Cream,Men,Fall,Casual
13780,Trousers,Cream,Men,Fall,Formal
13781,Trousers,Grey,Men,Fall,Formal
13782,Trousers,Black,Men,Fall,Formal
13783,Trousers,Khaki,Men,Fall,Formal
13785,Trousers,Black,Men,Fall,Formal
13789,Sweaters,Grey,Men,Fall,Casual
13790,Tshirts,Blue,Men,Fall,Casual
13793,Tshirts,Blue,Men,Fall,Casual
13799,Sweaters,Purple,Men,Fall,Casual
13802,Tshirts,Grey,Men,Fall,Casual
13811,Mufflers,Maroon,Men,Summer,Casual
13812,Sweaters,Navy Blue,Men,Fall,Casual
13814,Tshirts,Blue,Men,Fall,Casual
13815,Tshirts,Grey,Men,Fall,Casual
13818,Caps,Navy Blue,Men,Fall,Casual
13821,Caps,Purple,Men,Fall,Casual
13824,Caps,Maroon,Men,Fall,Casual
13826,Sweaters,Navy Blue,Men,Fall,Casual
13827,Sweaters,Black,Men,Fall,Casual
13828,Sweaters,Navy Blue,Men,Fall,Casual
13831,Sweaters,Maroon,Men,Fall,Casual
13832,Shirts,Black,Men,Winter,Casual
13833,Sweatshirts,Black,Men,Fall,Casual
13835,Jackets,Black,Men,Summer,Sports
13838,Watches,Black,Unisex,Winter,Casual
13840,Watches,Black,Unisex,Winter,Casual
13841,Watches,White,Unisex,Winter,Casual
13844,Sports Shoes,Black,Men,Fall,Sports
13846,Shirts,Blue,Men,Fall,Casual
13851,Shirts,Blue,Men,Fall,Casual
13852,Shirts,Blue,Men,Fall,Casual
13853,Shirts,Purple,Men,Fall,Casual
13854,Shirts,Purple,Men,Fall,Casual
13855,Trousers,Blue,Men,Fall,Formal
13858,Shirts,Blue,Men,Fall,Casual
13859,Shirts,Blue,Men,Fall,Casual
13860,Shirts,Purple,Men,Fall,Casual
13861,Shirts,Purple,Men,Fall,Casual
13862,Shirts,Blue,Men,Fall,Casual
13863,Shirts,Blue,Men,Fall,Casual
13864,Shirts,Green,Men,Fall,Casual
13865,Shirts,Green,Men,Fall,Casual
13868,Shirts,Blue,Men,Fall,Casual
13869,Shirts,Blue,Men,Fall,Casual
13872,Shirts,Purple,Men,Fall,Casual
13873,Shirts,Purple,Men,Fall,Casual
13874,Shirts,Navy Blue,Men,Fall,Casual
13875,Shirts,Navy Blue,Men,Fall,Casual
13877,Shirts,Maroon,Men,Fall,Casual
13878,Shirts,Red,Men,Fall,Casual
13879,Shirts,Red,Men,Fall,Casual
13886,Shirts,Black,Men,Fall,Casual
13887,Shirts,Black,Men,Fall,Casual
13888,Trousers,Navy Blue,Men,Fall,Casual
13889,Shirts,Blue,Women,Fall,Casual
13890,Tops,Purple,Women,Fall,Casual
13891,Tshirts,Blue,Men,Fall,Casual
13892,Tshirts,Blue,Men,Fall,Casual
13894,Shirts,Black,Men,Fall,Formal
13896,Sports Shoes,Black,Men,Fall,Sports
13897,Sandals,Black,Men,Fall,Casual
13900,Sports Shoes,Black,Men,Fall,Sports
13903,Casual Shoes,White,Men,Fall,Casual
13905,Sports Shoes,Grey,Men,Fall,Sports
13908,Casual Shoes,Brown,Men,Fall,Casual
13909,Sandals,Black,Men,Fall,Casual
13910,Sports Shoes,White,Men,Fall,Sports
13911,Sports Shoes,Black,Men,Fall,Sports
13913,Sports Shoes,White,Men,Fall,Sports
13915,Sports Shoes,White,Men,Fall,Sports
13917,Casual Shoes,Black,Men,Fall,Casual
13918,Casual Shoes,Black,Women,Fall,Casual
13919,Sports Shoes,White,Men,Fall,Sports
13920,Casual Shoes,Black,Men,Fall,Casual
13921,Sports Shoes,White,Women,Fall,Sports
13922,Sports Shoes,Grey,Men,Fall,Sports
13923,Sports Shoes,Black,Men,Fall,Sports
13925,Sandals,Red,Men,Fall,Casual
13926,Watches,Navy Blue,Women,Winter,Casual
13927,Casual Shoes,Red,Men,Fall,Casual
13928,Tops,Pink,Women,Summer,Casual
13929,Shirts,Beige,Men,Summer,Casual
13932,Shirts,Red,Men,Summer,Casual
13934,Shirts,Green,Men,Summer,Casual
13939,Tshirts,Grey,Men,Summer,Casual
13940,Shirts,Grey,Men,Fall,Casual
13942,Shirts,Grey,Men,Summer,Casual
13946,Tops,Blue,Women,Fall,Casual
13947,Tshirts,Blue,Women,Summer,Casual
13948,Jeans,Blue,Women,Fall,Casual
13949,Handbags,Blue,Women,Summer,Casual
13951,Tshirts,Purple,Men,Summer,Casual
13953,Tshirts,Blue,Men,Summer,Casual
13954,Tshirts,White,Men,Summer,Casual
13955,Tshirts,White,Men,Summer,Casual
13956,Tops,White,Women,Summer,Casual
13958,Tops,Grey,Women,Summer,Casual
13961,Sweaters,Pink,Women,Fall,Casual
13962,Tops,Pink,Women,Fall,Casual
