id,dup_group,articleType_grouped,baseColour,gender,season,usage
17181,17181,Shirts,Blue,Men,Winter,Casual
17182,17182,Shirts,Purple,Men,Winter,Casual
17183,17183,Shirts,Maroon,Men,Winter,Casual
17184,17184,Shirts,Blue,Men,Winter,Casual
17185,17185,Shirts,Navy Blue,Men,Winter,Casual
17186,17186,Shirts,Maroon,Men,Winter,Casual
17187,17187,Shirts,Navy Blue,Men,Winter,Casual
17188,17188,Shirts,Blue,Men,Winter,Casual
17189,17189,Shirts,Maroon,Men,Winter,Casual
17190,17190,Shirts,Navy Blue,Men,Winter,Casual
17191,17191,Shirts,Blue,Men,Winter,Casual
17193,17193,Shirts,Navy Blue,Men,Winter,Casual
17194,17194,Sweaters,Black,Men,Fall,Casual
17195,17195,Sweaters,Green,Men,Winter,Casual
17196,17196,Sweaters,Navy Blue,Men,Winter,Casual
17198,17198,Sweaters,Black,Men,Winter,Casual
17199,17199,Sweaters,Grey,Men,Winter,Casual
17200,17200,Sweaters,Red,Men,Winter,Casual
17202,17202,Tshirts,White,Men,Fall,Casual
17203,17203,Tshirts,Green,Men,Fall,Casual
17204,17204,Sunglasses,Brown,Women,Winter,Casual
17205,17205,Sunglasses,Black,Women,Winter,Casual
17206,17206,Sunglasses,Black,Men,Winter,Casual
17208,17208,Sunglasses,Grey,Men,Winter,Casual
17209,17209,Sunglasses,Black,Women,Winter,Casual
17210,17210,Sunglasses,Black,Men,Winter,Casual
17212,17212,Sunglasses,Black,Men,Winter,Casual
17213,17213,Sunglasses,Purple,Women,Winter,Casual
17214,17214,Sunglasses,Black,Women,Winter,Casual
17215,17215,Sunglasses,Purple,Women,Winter,Casual
17217,17217,Sunglasses,Black,Men,Winter,Casual
17218,17218,Sunglasses,Black,Men,Winter,Casual
17219,17219,Sunglasses,Brown,Men,Winter,Casual
17220,17220,Sunglasses,Black,Men,Winter,Casual
17221,17221,Sunglasses,Blue,Men,Winter,Casual
17222,17222,Sunglasses,Blue,Men,Winter,Casual
17224,17224,Sunglasses,Blue,Men,Winter,Casual
17225,17225,Sunglasses,Blue,Men,Winter,Casual
17227,17227,Sunglasses,Blue,Men,Winter,Casual
17228,17228,Sunglasses,Black,Women,Winter,Casual
17229,17229,Sunglasses,Blue,Men,Winter,Casual
17230,17230,Sunglasses,Black,Men,Winter,Casual
17231,17231,Sunglasses,Brown,Women,Winter,Casual
17232,17232,Tshirts,Grey,Men,Fall,Casual
17233,17233,Tshirts,Navy Blue,Men,Fall,Casual
17234,17234,Tshirts,Yellow,Men,Fall,Casual
17235,17235,Tshirts,White,Men,Fall,Casual
17236,17236,Tshirts,Blue,Men,Fall,Casual
17237,17237,Tshirts,White,Men,Fall,Casual
17238,17238,Tshirts,Black,Men,Fall,Casual
17239,17239,Tshirts,Blue,Men,Fall,Casual
17242,17242,Tshirts,Navy Blue,Men,Fall,Casual
17245,17245,Tshirts,Yellow,Men,Fall,Casual
17247,17247,Tshirts,Blue,Men,Fall,Casual
17248,17248,Tshirts,Navy Blue,Men,Fall,Casual
17250,17250,Tshirts,Red,Men,Fall,Casual
17251,17251,Tshirts,Black,Men,Fall,Casual
17254,17254,Tshirts,Red,Men,Fall,Casual
17255,17255,Tshirts,Black,Men,Fall,Casual
17256,17256,Tshirts,Green,Men,Fall,Casual
17257,17257,Tshirts,Black,Men,Fall,Casual
17261,17261,Tshirts,Blue,Men,Fall,Casual
17262,17262,Tshirts,Grey,Men,Fall,Casual
17263,17263,Tshirts,Red,Men,Fall,Casual
17264,17264,Tshirts,Blue,Men,Fall,Casual
17265,17265,Tshirts,Blue,Men,Fall,Casual
17269,17269,Tshirts,White,Men,Fall,Casual
17270,17270,Tshirts,Black,Men,Fall,Casual
17271,17271,Tshirts,Grey,Men,Fall,Casual
17272,17272,Tshirts,Green,Men,Fall,Casual
17273,17273,Tshirts,White,Men,Fall,Casual
17274,17274,Tshirts,Green,Men,Fall,Casual
17276,17276,Tshirts,Mustard,Men,Fall,Casual
17277,17277,Tshirts,Navy Blue,Men,Fall,Casual
17278,17278,Tshirts,Grey,Men,Fall,Casual
17279,17279,Tshirts,Navy Blue,Men,Fall,Casual
17280,17280,Tshirts,Red,Men,Fall,Casual
17282,17282,Tshirts,Black,Men,Fall,Casual
17284,17284,Tshirts,Blue,Men,Fall,Casual
17286,17286,Tshirts,Grey Melange,Men,Fall,Casual
17287,17287,Tshirts,Navy Blue,Men,Fall,Casual
17289,17289,Tshirts,Green,Men,Fall,Casual
17291,17291,Trousers,Khaki,Men,Fall,Casual
17296,17296,Socks,White,Men,Fall,Sports
17297,17297,Socks,Black,Men,Summer,Sports
17298,17298,Socks,White,Men,Winter,Sports
17299,17299,Socks,Black,Men,Fall,Sports
17305,17305,Socks,Grey,Men,Fall,Sports
17306,17306,Sunglasses,Brown,Men,Winter,Casual
17307,17307,Sunglasses,Black,Men,Winter,Casual
17309,17309,Sunglasses,Black,Men,Winter,Casual
17310,17310,Sunglasses,Black,Men,Winter,Casual
17311,17311,Sunglasses,Brown,Men,Winter,Casual
17312,17312,Sunglasses,Black,Women,Winter,Casual
17313,17313,Sunglasses,Brown,Women,Winter,Casual
17314,17314,Sunglasses,Black,Men,Winter,Casual
17315,17315,Sunglasses,Black,Women,Winter,Casual
17317,17317,Sunglasses,Brown,Men,Winter,Casual
17318,17318,Sunglasses,Black,Women,Winter,Casual
17319,17319,Sunglasses,Black,Women,Winter,Casual
17321,17321,Sunglasses,Black,Women,Winter,Casual
17323,17323,Sunglasses,Brown,Men,Winter,Casual
17324,17324,Sunglasses,Brown,Women,Winter,Casual
17325,17325,Sunglasses,Brown,Unisex,Winter,Casual
17326,17326,Sunglasses,Black,Men,Winter,Casual
17327,17327,Sunglasses,Brown,Women,Winter,Casual
17329,17329,Sunglasses,Pink,Women,Winter,Casual
17332,17332,Sunglasses,Brown,Men,Winter,Casual
17333,17333,Sunglasses,Black,Men,Winter,Casual
17335,17335,Sunglasses,Brown,Men,Winter,Casual
17356,17356,Flip Flops,Black,Men,Spring,Casual
17359,17359,Accessory Gift Set,Purple,Men,Fall,Formal
17360,17360,Accessory Gift Set,Red,Men,Fall,Formal
17361,17361,Accessory Gift Set,Purple,Men,Fall,Formal
17362,17362,Accessory Gift Set,Maroon,Men,Fall,Formal
17363,17363,Accessory Gift Set,Maroon,Men,Fall,Formal
17364,17364,Accessory Gift Set,Red,Men,Fall,Formal
17365,17365,Accessory Gift Set,Blue,Men,Fall,Formal
17366,17366,Accessory Gift Set,Blue,Men,Fall,Formal
17367,17367,Accessory Gift Set,Maroon,Men,Fall,Formal
17369,17369,Accessory Gift Set,Purple,Men,Fall,Formal
17370,17370,Accessory Gift Set,Purple,Men,Fall,Formal
17372,17372,Accessory Gift Set,Maroon,Men,Fall,Formal
17373,17373,Accessory Gift Set,Purple,Men,Fall,Formal
17375,17375,Accessory Gift Set,Purple,Men,Fall,Formal
17376,17376,Accessory Gift Set,Red,Men,Fall,Formal
17377,17377,Accessory Gift Set,Purple,Men,Fall,Formal
17378,17378,Accessory Gift Set,Purple,Men,Fall,Formal
17379,17379,Accessory Gift Set,Blue,Men,Fall,Formal
17380,17380,Mufflers,Multi,Men,Fall,Casual
17381,17381,Mufflers,Navy Blue,Men,Fall,Casual
17382,17382,Mufflers,Multi,Men,Fall,Casual
17383,17383,Mufflers,Cream,Men,Fall,Casual
17385,17385,Mufflers,Red,Men,Fall,Casual
17386,17386,Mufflers,Black,Men,Fall,Casual
17387,17387,Mufflers,Blue,Men,Fall,Casual
17388,17388,Mufflers,Blue,Men,Fall,Casual
17389,17389,Socks,Red,Men,Summer,Casual
17390,17390,Socks,Black,Men,Summer,Casual
17391,17391,Socks,Navy Blue,Men,Summer,Casual
17392,17392,Socks,Red,Men,Summer,Casual
17393,17393,Socks,Black,Men,Summer,Casual
17394,17394,Socks,Brown,Men,Summer,Casual
17395,17395,Socks,Brown,Men,Summer,Casual
17396,17396,Socks,Blue,Men,Summer,Casual
17397,17397,Socks,Black,Men,Summer,Casual
17399,17399,Socks,Black,Men,Summer,Casual
17400,17400,Socks,Black,Men,Summer,Casual
17401,17401,Socks,Blue,Men,Summer,Casual
17402,17402,Socks,Multi,Men,Summer,Casual
17403,17403,Socks,Navy Blue,Men,Summer,Casual
17405,17405,Socks,Green,Men,Summer,Casual
17406,17406,Socks,Brown,Men,Summer,Casual
17407,17407,Socks,Brown,Men,Summer,Casual
17409,17409,Sports Shoes,Black,Men,Fall,Sports
17410,17410,Sports Shoes,White,Men,Fall,Sports
17411,17411,Sports Shoes,White,Men,Fall,Sports
17412,17412,Sports Shoes,White,Men,Fall,Sports
17415,17415,Sports Shoes,White,Men,Fall,Sports
17417,17417,Watches,Black,Men,Winter,Casual
17419,17419,Watches,Black,Women,Winter,Casual
17420,17420,Watches,Black,Men,Winter,Casual
17421,17421,Watches,Steel,Men,Winter,Casual
17422,17422,Watches,Pink,Women,Winter,Casual
17423,17423,Watches,Steel,Men,Winter,Casual
17424,17424,Watches,White,Men,Winter,Casual
17425,17425,Watches,White,Men,Winter,Casual
17426,17426,Watches,White,Men,Winter,Casual
17427,17427,Watches,White,Men,Winter,Casual
17428,17428,Watches,Black,Men,Summer,Casual
17432,17432,Watches,Black,Men,Winter,Casual
17435,17435,Watches,Blue,Women,Winter,Casual
17436,17436,Watches,Black,Men,Summer,Casual
17438,17438,Watches,Silver,Men,Winter,Casual
17441,17441,Watches,Steel,Men,Winter,Casual
17442,17442,Watches,Black,Unisex,Summer,Casual
17443,17443,Watches,Black,Unisex,Winter,Casual
17444,17444,Watches,Silver,Men,Winter,Casual
17445,17445,Watches,Black,Men,Winter,Casual
17446,17446,Watches,Black,Men,Winter,Casual
17447,17447,Watches,Black,Men,Winter,Casual
17448,17448,Watches,Steel,Men,Winter,Casual
17449,17449,Watches,Blue,Unisex,Winter,Casual
17450,17450,Watches,Steel,Men,Winter,Casual
17452,17452,Watches,White,Women,Winter,Casual
17455,17455,Watches,Black,Men,Winter,Casual
17456,17456,Watches,Cream,Women,Winter,Casual
17457,17457,Watches,Silver,Women,Winter,Casual
17458,17458,Watches,Black,Men,Winter,Casual
17459,17459,Watches,White,Men,Winter,Casual
17460,17460,Watches,Black,Men,Winter,Casual
17462,17462,Watches,Black,Men,Winter,Casual
17463,17463,Bra,Black,Women,Summer,Casual
17466,17466,Bra,White,Women,Summer,Casual
17471,17471,Bra,White,Women,Summer,Casual
17476,17476,Bra,Purple,Women,Summer,Casual
17481,17481,Formal Shoes,Black,Men,Fall,Formal
17483,17483,Casual Shoes,Navy Blue,Men,Fall,Casual
17484,17484,Casual Shoes,Tan,Men,Fall,Casual
17485,17485,Sports Shoes,White,Men,Fall,Sports
17491,17491,Flip Flops,Red,Unisex,Fall,Casual
17494,17494,Flip Flops,Navy Blue,Men,Spring,Casual
17495,17495,Flip Flops,Black,Men,Summer,Casual
17496,17496,Tshirts,Mustard,Men,Fall,Casual
17497,17497,Tshirts,Grey,Men,Fall,Casual
17498,17498,Tshirts,Maroon,Men,Fall,Casual
17500,17500,Tshirts,Navy Blue,Men,Fall,Casual
17501,17501,Tshirts,Grey,Men,Fall,Casual
17502,17502,Tshirts,Mustard,Men,Fall,Casual
17504,17504,Tshirts,Grey,Men,Fall,Casual
17506,17506,Tshirts,Grey Melange,Men,Fall,Casual
17507,17507,Tshirts,Black,Men,Fall,Casual
17508,17508,Tshirts,Grey,Men,Fall,Casual
17510,17510,Tshirts,White,Men,Fall,Casual
17511,17511,Tshirts,Grey,Men,Fall,Casual
17512,17512,Tshirts,Navy Blue,Men,Fall,Casual
17513,17513,Tshirts,Black,Men,Fall,Casual
17514,17514,Sweaters,Black,Women,Fall,Casual
17515,17515,Sweaters,Pink,Women,Fall,Casual
17516,17516,Sweaters,Magenta,Women,Fall,Casual
17527,17527,Wallets,Blue,Women,Fall,Casual
17529,17529,Caps,Black,Unisex,Fall,Sports
17531,17531,Caps,Navy Blue,Unisex,Fall,Sports
17532,17532,Caps,Black,Unisex,Fall,Sports
17535,17535,Shirts,Red,Men,Fall,Formal
17536,17536,Shirts,Blue,Men,Fall,Formal
17537,17537,Shirts,Yellow,Men,Fall,Formal
17538,17538,Shirts,Red,Men,Fall,Formal
17539,17539,Shirts,Orange,Men,Fall,Formal
17540,17540,Shirts,Black,Men,Fall,Formal
17542,17542,Shirts,White,Men,Fall,Formal
17544,17544,Shirts,Blue,Men,Fall,Formal
17545,17545,Shirts,Brown,Men,Fall,Formal
17546,17546,Shirts,Pink,Men,Fall,Formal
17548,17548,Shirts,Grey,Men,Fall,Formal
17549,17549,Shirts,Grey,Men,Fall,Formal
17550,17550,Shirts,Red,Men,Fall,Formal
17551,17551,Shirts,Purple,Men,Fall,Formal
17552,17552,Shirts,Blue,Men,Fall,Formal
17553,17553,Shirts,Grey,Men,Fall,Formal
17554,17554,Shirts,Blue,Men,Fall,Formal
17557,17557,Shirts,Blue,Men,Fall,Formal
17558,17558,Shirts,Blue,Men,Fall,Formal
17560,17560,Shirts,Red,Men,Fall,Formal
17561,17561,Shirts,Blue,Men,Fall,Formal
17563,17563,Shirts,Green,Men,Fall,Formal
17564,17564,Shirts,Black,Men,Fall,Formal
17567,17567,Shirts,Purple,Men,Fall,Formal
17568,17568,Shirts,Blue,Men,Fall,Formal
17569,17569,Shirts,Blue,Men,Fall,Formal
17570,17570,Shirts,Green,Men,Fall,Formal
17571,17571,Shirts,Blue,Men,Fall,Formal
17572,17572,Shirts,Red,Men,Fall,Formal
17573,17573,Shirts,Blue,Men,Fall,Formal
17575,17575,Shirts,Black,Men,Fall,Formal
17576,17576,Shirts,Brown,Men,Fall,Formal
17579,17579,Trousers,Grey,Men,Fall,Casual
17581,17581,Socks,White,Unisex,Fall,Sports
17583,17583,Socks,White,Unisex,Fall,Sports
17584,17584,Socks,Black,Unisex,Fall,Sports
17585,17585,Sunglasses,Black,Men,Summer,Sports
17586,17586,Sunglasses,White,Unisex,Summer,Sports
17587,17587,Sunglasses,Black,Unisex,Summer,Sports
17588,17588,Sunglasses,Black,Men,Summer,Sports
17589,17589,Sunglasses,Black,Men,Summer,Sports
17590,17590,Sunglasses,Black,Unisex,Summer,Sports
17592,17592,Sunglasses,Black,Unisex,Summer,Sports
17594,17594,Sunglasses,Purple,Unisex,Summer,Sports
17596,17596,Sunglasses,Black,Unisex,Winter,Casual
17599,17599,Sunglasses,Silver,Men,Winter,Casual
17601,17601,Sunglasses,Grey,Men,Winter,Casual
17602,17602,Sunglasses,Brown,Unisex,Winter,Casual
17603,17603,Sunglasses,Grey,Unisex,Winter,Casual
17605,17605,Sunglasses,Black,Men,Winter,Casual
17606,17606,Sunglasses,Black,Unisex,Winter,Casual
17607,17607,Sunglasses,Silver,Unisex,Winter,Casual
17609,17609,Tshirts,White,Girls,Fall,Casual
17611,17611,Tshirts,Pink,Women,Fall,Casual
17613,17613,Tshirts,Red,Boys,Fall,Casual
17614,17614,Tshirts,Black,Boys,Fall,Casual
17615,17615,Tshirts,White,Boys,Fall,Casual
17616,17616,Tshirts,Pink,Women,Fall,Casual
17619,17619,Leggings,White,Girls,Fall,Casual
17620,17620,Leggings,Red,Girls,Fall,Casual
17624,17624,Track Pants,Navy Blue,Men,Fall,Sports
17626,17626,Jackets,White,Men,Fall,Sports
17628,17628,Jackets,Charcoal,Men,Fall,Casual
17629,17629,Jackets,Blue,Men,Fall,Casual
17630,17630,Messenger Bag,Black,Unisex,Fall,Casual
17631,17631,Handbags,Grey,Women,Fall,Casual
17632,17632,Handbags,Black,Women,Fall,Casual
17633,17633,Backpacks,Blue,Unisex,Fall,Casual
17635,17635,Scarves,Purple,Women,Fall,Casual
17636,17636,Scarves,Purple,Unisex,Fall,Casual
17638,17638,Scarves,Red,Unisex,Fall,Casual
17641,17641,Headwear,White,Unisex,Fall,Sports
17642,17642,Headwear,Red,Unisex,Fall,Sports
17643,17643,Wallets,Red,Men,Fall,Casual
17645,17645,Flip Flops,Red,Unisex,Summer,Casual
17647,17647,Flip Flops,Red,Men,Spring,Casual
17648,17648,Flip Flops,Black,Unisex,Spring,Casual
17649,17649,Flip Flops,Green,Unisex,Summer,Casual
17650,17650,Flip Flops,Black,Unisex,Summer,Casual
17651,17651,Flip Flops,Blue,Unisex,Spring,Casual
17653,17653,Flip Flops,Blue,Unisex,Summer,Casual
17656,17656,Heels,Beige,Women,Winter,Casual
17657,17657,Heels,Black,Women,Winter,Casual
17658,17658,Heels,Beige,Women,Winter,Casual
17659,17659,Casual Shoes,Brown,Women,Winter,Casual
17660,17660,Casual Shoes,Brown,Women,Winter,Casual
17661,17661,Heels,Brown,Women,Winter,Casual
17664,17664,Casual Shoes,Blue,Women,Winter,Casual
17665,17665,Casual Shoes,Black,Women,Winter,Casual
17666,17666,Heels,Multi,Women,Winter,Casual
17669,17669,Casual Shoes,Blue,Women,Winter,Casual
17670,17670,Heels,Black,Women,Winter,Casual
17672,17672,Heels,Brown,Women,Winter,Casual
17673,17673,Heels,Black,Women,Winter,Casual
17675,17675,Flats,Turquoise Blue,Women,Winter,Casual
17676,17676,Heels,Black,Women,Winter,Casual
17677,17677,Heels,Tan,Women,Winter,Casual
17678,17678,Heels,Blue,Women,Winter,Casual
17679,17679,Heels,Pink,Women,Winter,Casual
17680,17680,Heels,Grey,Women,Winter,Casual
17682,17682,Casual Shoes,Blue,Women,Winter,Casual
17683,17683,Casual Shoes,Black,Women,Winter,Casual
17684,17684,Casual Shoes,Grey,Women,Winter,Casual
17685,17685,Heels,Multi,Women,Winter,Casual
17688,17688,Flats,Beige,Women,Winter,Casual
17689,17689,Heels,White,Women,Winter,Casual
17690,17690,Casual Shoes,Grey,Men,Fall,Casual
17691,17691,Casual Shoes,Navy Blue,Men,Fall,Casual
17692,17692,Casual Shoes,Red,Men,Spring,Casual
17693,17693,Casual Shoes,Black,Men,Fall,Casual
17696,17696,Casual Shoes,Black,Men,Fall,Casual
17698,17698,Casual Shoes,Brown,Men,Fall,Casual
17699,17699,Casual Shoes,Brown,Men,Fall,Casual
17700,17700,Casual Shoes,Blue,Men,Fall,Casual
17701,17701,Casual Shoes,Navy Blue,Men,Fall,Casual
17702,17702,Casual Shoes,Yellow,Unisex,Fall,Casual
17704,17704,Casual Shoes,Maroon,Unisex,Fall,Casual
17706,17706,Casual Shoes,Grey,Unisex,Fall,Casual
17708,17708,Casual Shoes,Purple,Unisex,Fall,Casual
17709,17709,Casual Shoes,Olive,Unisex,Fall,Casual
17710,17710,Casual Shoes,Maroon,Unisex,Fall,Casual
17712,17712,Casual Shoes,Grey,Women,Fall,Casual
17713,17713,Shirts,Blue,Men,Fall,Casual
17714,17714,Shirts,Red,Men,Fall,Casual
17715,17715,Shirts,Brown,Men,Fall,Casual
17717,17717,Shirts,Navy Blue,Men,Fall,Casual
17718,17718,Shirts,Red,Men,Fall,Casual
17719,17719,Shirts,White,Men,Fall,Casual
17720,17720,Shirts,White,Men,Fall,Casual
17721,17721,Shirts,Burgundy,Men,Fall,Casual
17722,17722,Shirts,Grey,Men,Fall,Casual
17723,17723,Shirts,Grey,Men,Fall,Casual
17724,17724,Shirts,Grey,Men,Fall,Casual
17725,17725,Shirts,Maroon,Men,Fall,Casual
17726,17726,Shirts,Purple,Men,Fall,Casual
17727,17727,Shirts,Blue,Men,Fall,Casual
17730,17730,Casual Shoes,Black,Men,Fall,Casual
17731,17731,Sports Shoes,Black,Men,Fall,Sports
17732,17732,Sports Shoes,Brown,Men,Fall,Sports
17734,17734,Flip Flops,Black,Men,Summer,Casual
17735,17735,Flip Flops,Black,Unisex,Summer,Casual
17736,17736,Flip Flops,Black,Unisex,Summer,Casual
17737,17737,Flats,Black,Women,Fall,Casual
17738,17738,Sports Shoes,Black,Men,Fall,Sports
17739,17739,Sports Shoes,White,Women,Fall,Sports
17740,17740,Sports Shoes,Yellow,Men,Fall,Sports
17742,17742,Sports Shoes,White,Women,Fall,Sports
17743,17743,Sports Shoes,Blue,Men,Fall,Sports
17744,17744,Sports Shoes,Black,Women,Fall,Sports
17745,17745,Sports Shoes,White,Men,Fall,Sports
17746,17746,Sports Shoes,White,Men,Fall,Sports
17748,17748,Sports Shoes,Black,Women,Fall,Sports
17749,17749,Sports Sandals,Navy Blue,Women,Fall,Casual
17750,17750,Shirts,Navy Blue,Men,Fall,Casual
17751,17751,Shirts,Navy Blue,Men,Fall,Casual
17753,17753,Shirts,Green,Men,Fall,Casual
17754,17754,Shirts,Purple,Men,Fall,Casual
17755,17755,Shirts,Blue,Men,Fall,Casual
17756,17756,Casual Shoes,Brown,Men,Winter,Casual
17757,17757,Casual Shoes,Brown,Men,Winter,Casual
17758,17758,Casual Shoes,Tan,Men,Winter,Casual
17760,17760,Formal Shoes,Black,Men,Winter,Formal
17765,17765,Formal Shoes,Brown,Men,Winter,Formal
17768,17768,Casual Shoes,Brown,Men,Winter,Casual
17771,17771,Belts,Brown,Men,Fall,Formal
17772,17772,Belts,Brown,Men,Fall,Formal
17777,17777,Belts,Black,Men,Fall,Formal
17780,17780,Ties,Navy Blue,Men,Fall,Formal
17782,17782,Ties,Yellow,Men,Fall,Formal
17783,17783,Ties,Blue,Men,Fall,Formal
17784,17784,Ties,Brown,Men,Fall,Formal
17785,17785,Socks,Brown,Men,Summer,Casual
17787,17787,Socks,Grey,Men,Summer,Casual
17789,17789,Socks,Olive,Men,Summer,Casual
17790,17790,Socks,Cream,Men,Summer,Casual
17791,17791,Socks,Black,Men,Summer,Casual
17793,17793,Socks,Brown,Men,Summer,Casual
17794,17794,Socks,Brown,Men,Summer,Casual
17796,17796,Tshirts,Green,Men,Fall,Casual
17797,17797,Tshirts,Blue,Men,Fall,Casual
17798,17798,Tshirts,Orange,Men,Fall,Casual
17800,17800,Tshirts,Green,Women,Fall,Casual
17801,17801,Tshirts,White,Men,Fall,Casual
17803,17803,Tshirts,Pink,Women,Fall,Casual
17805,17805,Tshirts,Blue,Men,Fall,Casual
17807,17807,Tshirts,Rust,Boys,Fall,Casual
17808,17808,Tshirts,Orange,Women,Fall,Casual
17809,17809,Tshirts,Multi,Men,Fall,Casual
17814,17814,Casual Shoes,Black,Men,Fall,Casual
17815,17815,Sandals,Black,Men,Fall,Casual
17817,17817,Sandals,Black,Men,Fall,Casual
17819,17819,Formal Shoes,Black,Men,Fall,Formal
17820,17820,Sandals,Brown,Men,Fall,Casual
17821,17821,Casual Shoes,Black,Men,Fall,Casual
17822,17822,Formal Shoes,Black,Men,Fall,Formal
17823,17823,Casual Shoes,White,Men,Fall,Casual
17824,17824,Sandals,Black,Unisex,Fall,Casual
17825,17825,Sandals,Black,Unisex,Fall,Casual
17827,17827,Casual Shoes,White,Men,Fall,Casual
17828,17828,Casual Shoes,White,Men,Fall,Casual
17829,17829,Sports Shoes,White,Men,Fall,Sports
17830,17830,Sports Shoes,Black,Men,Fall,Sports
17831,17831,Casual Shoes,Black,Men,Fall,Casual
17832,17832,Casual Shoes,Navy Blue,Men,Fall,Casual
17833,17833,Sports Shoes,Black,Men,Winter,Sports
17834,17834,Sports Shoes,Grey,Men,Fall,Sports
17835,17835,Flip Flops,Purple,Women,Fall,Casual
17836,17836,Flip Flops,Pink,Women,Fall,Casual
17837,17837,Flip Flops,Black,Women,Fall,Casual
17838,17838,Casual Shoes,White,Women,Fall,Casual
17839,17839,Sports Shoes,White,Men,Fall,Sports
17840,17840,Sports Shoes,Red,Men,Fall,Sports
17841,17841,Sports Shoes,White,Women,Fall,Sports
17842,17842,Casual Shoes,Black,Women,Fall,Casual
17843,17843,Casual Shoes,White,Men,Fall,Casual
17844,17844,Sports Shoes,White,Men,Fall,Sports
17846,17846,Sports Shoes,Black,Men,Fall,Sports
17847,17847,Sports Shoes,White,Men,Summer,Sports
17848,17848,Tshirts,White,Women,Fall,Casual
17849,17849,Tshirts,Grey,Women,Fall,Casual
17850,17850,Tops,Grey,Women,Fall,Casual
17851,17851,Tshirts,Blue,Women,Fall,Casual
17854,17854,Briefs,Green,Men,Summer,Casual
17855,17855,Briefs,Navy Blue,Men,Summer,Casual
17856,17856,Briefs,Navy Blue,Men,Summer,Casual
17857,17857,Trunk,Grey,Men,Summer,Casual
17858,17858,Trunk,Maroon,Men,Summer,Casual
17859,17859,Trunk,Black,Men,Summer,Casual
17861,17861,Trunk,Navy Blue,Men,Summer,Casual
17862,17862,Trunk,Navy Blue,Men,Summer,Casual
17863,17863,Briefs,Maroon,Men,Summer,Casual
17864,17864,Briefs,Black,Men,Summer,Casual
17866,17866,Briefs,Navy Blue,Men,Summer,Casual
17869,17869,Briefs,Grey,Men,Summer,Casual
17871,17871,Briefs,Maroon,Men,Winter,Casual
17873,17873,Innerwear Vests,Navy Blue,Men,Summer,Casual
17874,17874,Innerwear Vests,White,Men,Summer,Casual
17875,17875,Innerwear Vests,Black,Men,Summer,Casual
17876,17876,Innerwear Vests,Grey,Men,Summer,Casual
17878,17878,Innerwear Vests,Maroon,Men,Summer,Casual
17879,17879,Innerwear Vests,Green,Men,Summer,Casual
17880,17880,Innerwear Vests,Grey,Men,Summer,Casual
17881,17881,Innerwear Vests,Black,Men,Summer,Casual
17882,17882,Innerwear Vests,White,Men,Summer,Casual
17886,17886,Innerwear Vests,White,Men,Summer,Casual
17889,17889,Innerwear Vests,Red,Men,Summer,Casual
17890,17890,Innerwear Vests,Maroon,Men,Summer,Casual
17891,17891,Innerwear Vests,Navy Blue,Men,Summer,Casual
17894,17894,Innerwear Vests,Red,Men,Summer,Casual
17895,17895,Innerwear Vests,White,Men,Summer,Casual
17896,17896,Tshirts,Red,Men,Fall,Sports
17897,17897,Jackets,Black,Men,Fall,Sports
17899,17899,Jackets,Black,Men,Fall,Casual
17901,17901,Jackets,Black,Men,Fall,Sports
17902,17902,Track Pants,Navy Blue,Men,Fall,Sports
17903,17903,Track Pants,Grey,Women,Fall,Sports
17905,17905,Sweatshirts,Black,Men,Fall,Casual
17906,17906,Sweatshirts,Black,Men,Fall,Casual
17907,17907,Sweatshirts,Black,Men,Fall,Casual
17908,17908,Sweatshirts,Blue,Men,Fall,Casual
17909,17909,Sweatshirts,Black,Men,Fall,Casual
17910,17910,Sweatshirts,Black,Men,Fall,Sports
17911,17911,Jackets,Black,Women,Fall,Casual
17913,17913,Sweatshirts,Grey,Men,Fall,Casual
17914,17914,Tshirts,Black,Men,Spring,Casual
17916,17916,Sweatshirts,Grey,Men,Fall,Sports
17917,17917,Sweatshirts,Purple,Men,Fall,Sports
17919,17919,Tshirts,Orange,Women,Fall,Casual
17921,17921,Tshirts,Blue,Men,Fall,Sports
17922,17922,Tshirts,Brown,Men,Fall,Casual
17923,17923,Sweatshirts,Black,Women,Fall,Casual
17924,17924,Track Pants,Navy Blue,Men,Fall,Sports
17925,17925,Capris,Blue,Women,Fall,Casual
17926,17926,Capris,Grey,Women,Fall,Casual
17927,17927,Track Pants,Black,Men,Fall,Sports
17928,17928,Track Pants,Black,Men,Fall,Sports
17929,17929,Track Pants,Grey,Women,Fall,Casual
17930,17930,Track Pants,Black,Women,Fall,Casual
17935,17935,Tshirts,Black,Men,Fall,Sports
17936,17936,Tshirts,Black,Men,Fall,Casual
17940,17940,Tshirts,Green,Men,Fall,Casual
17941,17941,Tshirts,Red,Men,Fall,Casual
17942,17942,Tshirts,Grey,Men,Fall,Casual
17943,17943,Tshirts,Yellow,Men,Fall,Casual
17944,17944,Tshirts,Red,Men,Fall,Casual
17945,17945,Track Pants,Black,Men,Fall,Sports
17946,17946,Track Pants,Navy Blue,Men,Fall,Sports
17947,17947,Track Pants,Blue,Men,Fall,Sports
17948,17948,Track Pants,Grey,Men,Fall,Sports
17949,17949,Caps,White,Unisex,Fall,Sports
17950,17950,Caps,Black,Unisex,Fall,Sports
17952,17952,Caps,Blue,Unisex,Fall,Casual
